Entity: /m/05r9t
Entity Name: Popular music
K-hop: 2
Subgraph Nodes: 249
Subgraph Triples: 2582

==================================================
Nodes in Subgraph:
==================================================
/m/011z3g	Outkast
/m/0127s7	Christina Aguilera
/m/012vd6	Aretha Franklin
/m/012x4t	Stevie Wonder
/m/012z8_	Marvin Gaye
/m/0132k4	Jaco Pastorius
/m/013423	Carole King
/m/0135xb	Joe Jackson
/m/013w8y	Dave Matthews Band
/m/0140t7	Phil Collins
/m/0144l1	Pete Townshend
/m/0146pg	John Williams
/m/014hr0	London Symphony Orchestra
/m/014kyy	Steely Dan
/m/014pg1	Oingo Boingo
/m/015_1q	Columbia
/m/015x1f	Curtis Mayfield
/m/015xp4	Etta James
/m/015y_n	Swing music
/m/0163m1	Earth, Wind & Fire
/m/016890	Kool & the Gang
/m/01693z	Stevie Ray Vaughan
/m/016dsy	Marianne Faithfull
/m/016fnb	Gwen Stefani
/m/016jll	Johnny Mercer
/m/016jny	Folk rock
/m/016k62	Itzhak Perlman
/m/016t_3	Master's Degree
/m/016ybr	Power pop
/m/016z4k	Singer-songwriter-GB
/m/017j6	Beastie Boys
/m/017yfz	Gil Scott-Heron
/m/017z88	Juilliard School
/m/0181dw	RCA Records
/m/018d6l	Jack Bruce
/m/018vs	Bass guitar
/m/019f9z	Patti LaBelle
/m/019g40	Omarion
/m/01bgqh	Grammy Award for Record of the Year
/m/01by1l	Grammy Award for Album of the Year
/m/01c72t	Composer
/m/01c92g	Grammy Award for Best Male Pop Vocal Performance
/m/01cszh	Arista Records
/m/01d38g	Grammy Award for Best R&B Performance by a Duo or Group with Vocals
/m/01dhjz	Keith Jarrett
/m/01f2q5	The Roots
/m/01fbr2	Hard bop
/m/01fh0q	Stanley Clarke
/m/01fh36	Jazz fusion
/m/01fkxr	LeAnn Rimes
/m/01gx5f	Mike Patton
/m/01htxr	Tony Bennett
/m/01jllg1	Harry Warren
/m/01jrz5j	Cy Coleman
/m/01k47c	Jon Lord
/m/01k_0fp	Roger Daltrey
/m/01kcd	Brass instrument
/m/01kvqc	Branford Marsalis
/m/01ky2h	Sonny Rollins
/m/01l4zqz	Joshua Redman
/m/01lcxbb	Freddie Hubbard
/m/01lvcs1	Marcus Miller
/m/01lxd4	Avant-garde jazz
/m/01m3b1t	Terence Blanchard
/m/01m3x5p	Wynton Marsalis
/m/01mvjl0	Walter Becker
/m/01n44c	Lena Horne
/m/01n4bh	Acid jazz
/m/01n8gr	Kenny Rogers
/m/01nn3m	Jamie Cullum
/m/01nqfh_	Brian Tyler
/m/01p_2p	Latin jazz
/m/01pbs9w	Jack Nitzsche
/m/01ppfv	Cool jazz
/m/01pq5j7	Amy Winehouse
/m/01qkqwg	Jake Shimabukuro
/m/01rm8b	Simply Red
/m/01tw31	Rory Gallagher
/m/01v0sxx	The Who
/m/01vn35l	Steve Winwood
/m/01vrlr4	Adolph Green
/m/01vsgrn	Eminem
/m/01vsy95	Pat Metheny
/m/01vsy9_	Bing Crosby
/m/01vsyg9	Jimmy Page
/m/01vttb9	Henry Mancini
/m/01vvycq	Prince
/m/01vvyfh	George Michael
/m/01vw8mh	Snoop Dogg
/m/01w5jwb	Cee Lo Green
/m/01w5m	Columbia University
/m/01w60_p	B.B. King
/m/01w7nww	Erykah Badu
/m/01w8n89	Buckethead
/m/01w9mnm	David Sylvian
/m/01wbgdv	Chaka Khan
/m/01wd9lv	Quincy Jones
/m/01wg3q	Allan Holdsworth
/m/01wgcvn	Queen Latifah
/m/01wp8w7	Van Morrison
/m/01wrcxr	Diana Ross
/m/01wx756	Robert Wachtel
/m/01x1fq	Angelo Badalamenti
/m/01ym9b	Downtempo
/m/023322	Bill Bruford
/m/023slg	Tony Levin
/m/024fxq	Grammy Award for Best Musical Album for Children
/m/024zq	Charles Mingus
/m/025352	Lyricist
/m/025l5	Chet Atkins
/m/025mb9	Grammy Award for Best Instrumental Arrangement Accompanying Vocalist(s)
/m/025sc50	Contemporary R&B
/m/026ps1	Diana Krall
/m/0277c3	Meshell Ndegeocello
/m/0283d	Drum and bass
/m/028hc2	Lyle Lovett
/m/028q6	Dave Brubeck
/m/028qyn	Herb Alpert
/m/028tv0	Lead guitar
/m/02_286	New York City
/m/02_fj	Frank Sinatra
/m/02f6xy	MTV Video Music Award for Best Male Video
/m/02gdjb	Grammy Award for Best Pop Instrumental Performance
/m/02hnl	Drums
/m/02hrh1q	Actor-GB
/m/02j3d4	Edgar Meyer
/m/02jjdr	Concord Records
/m/02k_kn	Soft rock
/m/02l_7y	Steve Howe
/m/02lbrd	Pat Metheny Group
/m/02lnbg	Dance-pop
/m/02lvtb	Andy Williams
/m/02mslq	David Sanborn
/m/02p11jq	MCA Records
/m/02pzc4	Roy Haynes
/m/02qkk9_	Special Tony Award
/m/02qlg7s	Humberto Gatica
/m/02qm5j	Protopunk
/m/02sp_v	Grammy Award for Best Music Film
/m/02whj	Frank Zappa
/m/02yygk	Randy Jackson
/m/02z4b_8	Adele
/m/032nwy	Michael Brecker
/m/032t2z	Richard Wright
/m/0342h	Guitar
/m/0353xq	Quadrophenia
/m/037lyl	Johnny Mandel
/m/037n97	Smooth jazz
/m/03_d0	Jazz
/m/03bx0bm	Lead vocalist-GB
/m/03d2k	George Benson
/m/03f2_rc	Barbra Streisand
/m/03f3_p3	Nina Simone
/m/03f7m4h	Barry Manilow
/m/03j0br4	Sheila E.
/m/03qbh5	Grammy Award for Best Pop Collaboration with Vocals
/m/03qjg	Harmonica
/m/03qy3l	ATCO Records
/m/03rhqg	Warner Bros. Records
/m/03t5kl	Grammy Award for Best Rap/Sung Collaboration
/m/03t9sp	Everything but the Girl
/m/03xgm3	Chris Botti
/m/0407f	James Brown
/m/041rx	Jewish people
/m/043c4j	Matt Chamberlain
/m/044gyq	Jill Scott
/m/04bgy	Keith Moon
/m/04jpk2	Tommy
/m/04n32	Louis Armstrong
/m/04sylm	Manhattan School of Music
/m/04ztj	Marriage
/m/04zwjd	Lalo Schifrin
/m/05148p4	Keyboard
/m/05563d	The Mothers of Invention
/m/05_swj	Walter Murphy
/m/05clg8	Universal Motown Republic Group
/m/05g7tj	Technical death metal
/m/05q8pss	Razzie Award for Worst Original Song
/m/05r5c	Piano
/m/05r9t	Popular music
/m/05sxg2	Theatrical producer
/m/05vyk	Pianist-GB
/m/05w3f	Psychedelic rock
/m/05zppz	Male
/m/064t9	Pop music
/m/067mj	Phish
/m/06by7	Rock music
/m/06cqb	Reggae
/m/06j6l	Rhythm and blues
/m/06wxw	St. Louis
/m/07q1v4	Mark Isham
/m/07r4c	Tori Amos
/m/07s3vqk	Ray Charles
/m/07y_7	Violin
/m/07ym47	Jazz-funk
/m/0837ql	T-Pain
/m/0859_	Wind instrument
/m/08lpkq	Vocal jazz
/m/08mbj5d	Official Website
/m/09c7w0	United States of America
/m/09hnb	Herbie Hancock
/m/09jwl	Musician-GB
/m/09nqf	United States Dollar
/m/09qycb	Catch-22
/m/0b_j2	Billy Joel
/m/0bqvs2	Fat Joe
/m/0bs1g5r	Bruno Mars
/m/0bvzp	Leonard Bernstein
/m/0c1j_	Rosie O'Donnell
/m/0c1xm	Dakar
/m/0cr3d	Brooklyn
/m/0cx6f	Bebop
/m/0cx7f	Art rock
/m/0dbb3	Billie Holiday
/m/0ddkf	Paul Simon
/m/0dl5d	Progressive rock
/m/0dt1cm	Akon
/m/0dz3r	Record producer-GB
/m/0f0y8	John Coltrane
/m/0f6lx	Charlie Parker
/m/0f8grf	Mamoru Miyano
/m/0fb0v	Geffen Records
/m/0flw86	Islam
/m/0fp_v1x	Stewart Copeland
/m/0fpjd_g	Chick Corea
/m/0fz20l	16th Academy Awards
/m/0g2c8	Rock and Roll Hall of Fame
/m/0g824	Alicia Keys
/m/0g_bh	Post-rock
/m/0gg8l	Bluegrass
/m/0ggx5q	Dance music
/m/0gkvb7	Primetime Emmy Award for Individual Performance - Variety Or Music Program
/m/0glt670	Hip hop music
/m/0gqz2	Academy Award for Best Original Song
/m/0gt_0v	Post-bop
/m/0h08p	Big band
/m/0hptm	Newark
/m/0jbyg	Art Garfunkel
/m/0k1bs	Jerry Garcia
/m/0knjh	Serge Gainsbourg
/m/0l14gg	Soundtrack
/m/0l14md	Percussion
/m/0l14qv	Synthesizer
/m/0l6wj	Leo McCarey
/m/0lgm5	Thelonious Monk
/m/0lsw9	John Zorn
/m/0nbcg	Songwriter-GB
/m/0p9xd	Free jazz
/m/0x67	African American

==================================================
Triples in Subgraph:
==================================================
/m/01lxd4	/music/genre/artists	/m/0f0y8
  Avant-garde jazz -> [/music/genre/artists] -> John Coltrane
/m/0342h	/music/performance_role/regular_performances./music/group_membership/role	/m/0l14qv
  Guitar -> [/music/performance_role/regular_performances./music/group_membership/role] -> Synthesizer
/m/03_d0	/music/genre/artists	/m/026ps1
  Jazz -> [/music/genre/artists] -> Diana Krall
/m/0gkvb7	/award/award_category/winners./award/award_honor/award_winner	/m/03f2_rc
  Primetime Emmy Award for Individual Performance - Variety Or Music Program -> [/award/award_category/winners./award/award_honor/award_winner] -> Barbra Streisand
/m/0342h	/music/instrument/instrumentalists	/m/032t2z
  Guitar -> [/music/instrument/instrumentalists] -> Richard Wright
/m/03_d0	/music/genre/artists	/m/01vvycq
  Jazz -> [/music/genre/artists] -> Prince
/m/01jrz5j	/people/person/nationality	/m/09c7w0
  Cy Coleman -> [/people/person/nationality] -> United States of America
/m/0g2c8	/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee	/m/02whj
  Rock and Roll Hall of Fame -> [/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee] -> Frank Zappa
/m/07y_7	/music/performance_role/track_performances./music/track_contribution/role	/m/0l14md
  Violin -> [/music/performance_role/track_performances./music/track_contribution/role] -> Percussion
/m/05148p4	/music/performance_role/regular_performances./music/group_membership/group	/m/067mj
  Keyboard -> [/music/performance_role/regular_performances./music/group_membership/group] -> Phish
/m/01wp8w7	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj
  Van Morrison -> [/people/person/spouse_s./people/marriage/type_of_union] -> Marriage
/m/02whj	/music/artist/track_contributions./music/track_contribution/role	/m/0342h
  Frank Zappa -> [/music/artist/track_contributions./music/track_contribution/role] -> Guitar
/m/018vs	/music/instrument/instrumentalists	/m/012x4t
  Bass guitar -> [/music/instrument/instrumentalists] -> Stevie Wonder
/m/01qkqwg	/award/award_winner/awards_won./award/award_honor/award_winner	/m/03xgm3
  Jake Shimabukuro -> [/award/award_winner/awards_won./award/award_honor/award_winner] -> Chris Botti
/m/03bx0bm	/music/performance_role/regular_performances./music/group_membership/role	/m/018vs
