Entity: /m/024nj1
Entity Name: India national cricket team
K-hop: 2
Subgraph Nodes: 686
Subgraph Triples: 3120

==================================================
Nodes in Subgraph:
==================================================
/m/011hq1	Sikkim
/m/011xy1	Trinity College, Dublin
/m/0121sr	Gujarati Language
/m/0122wc	Real Sociedad
/m/012gyf	National Autonomous University of Mexico
/m/012mzw	University of Notre Dame
/m/01314k	Kingston University
/m/014xf6	King's College London
/m/015k7	Gautama Buddha
/m/015npr	Aamir Khan
/m/015q43	Julie Christie
/m/015y2q	Pune
/m/0162b	Bangladesh
/m/016722	Jaipur
/m/016gp5	Reading F.C.
/m/016ndm	University of Western Ontario
/m/016r9z	1900 Summer Olympics
/m/016sd3	Stetson University
/m/016zwt	Nepal
/m/0177gl	Futebol Clube do Porto
/m/017cy9	University of British Columbia
/m/017gl1	The Lord of the Rings: The Fellowship of the Ring
/m/017gm7	The Lord of the Rings: The Two Towers
/m/017jd9	The Lord of the Rings: The Return of the King
/m/017v71	Wellesley College
/m/0182r9	Sheffield Wednesday F.C.
/m/018ckn	Arunachal Pradesh
/m/018k8r	Thrissur
/m/018wl5	Parliamentary system
/m/0194d	Badminton
/m/0199gx	Birmingham City F.C.
/m/019_6d	Fisk University
/m/019dwp	West Virginia University
/m/019fbp	Madurai
/m/019fc4	Coimbatore
/m/019fm7	Assam
/m/019jlq	Darjeeling
/m/019m60	Cruzeiro Esporte Clube
/m/019mdt	Esporte Clube Bahia
/m/019n9w	Pomona College
/m/019vv1	Charterhouse School
/m/01_1kk	Paris Saint-Germain F.C.
/m/01_gv	A.C. Chievo Verona
/m/01_q7h	Kanpur
/m/01_s9q	Spelman College
/m/01_yvy	Indore
/m/01b1mj	Gonzaga University
/m/01b_d4	University of East Anglia
/m/01bvw5	Seoul National University
/m/01bzw5	Loyola Marymount University
/m/01c0h6	Jharkhand
/m/01c1nm	Goa
/m/01cf5	Barnard College
/m/01cgz	Boxing
/m/01clyb	Magdalene College, Cambridge
/m/01cwdk	Newcastle University
/m/01d88c	Ahmedabad
/m/01dq5z	Carleton College
/m/01dthg	University of Birmingham
/m/01dwyd	Atalanta B.C.
/m/01f08r	Dubai
/m/01f1q8	Chandigarh
/m/01f2xy	Sidney Sussex College, Cambridge
/m/01fjz9	Motherwell F.C.
/m/01fmys	Home Alone
/m/01fy2s	University of Tartu
/m/01g5v	Blue
/m/01g6l8	University of Helsinki
/m/01gg59	A. R. Rahman
/m/01ggbx	Mani Ratnam
/m/01gj8_	N. T. Rama Rao
/m/01hjy5	Case Western Reserve University
/m/01hpnh	Uttar Pradesh
/m/01j922	Varanasi
/m/01j95f	Huddersfield Town F.C.
/m/01j_5k	Villanova University
/m/01jpyb	University of Nevada, Reno
/m/01jsn5	University of Connecticut
/m/01k6nm	Amrish Puri
/m/01kvrz	Smith College
/m/01l69g	Odisha
/m/01lp8	Christianity
/m/01mz9lt	Anu Malik
/m/01n8_g	Shashi Kapoor
/m/01njml	Levante UD
/m/01nm8w	Ghent University
/m/01p3ty	Dilwale Dulhania Le Jayenge
/m/01pr_j6	Himesh Reshammiya
/m/01ptt7	University of Kentucky
/m/01q460	National University of Singapore
/m/01q_22	Srinagar
/m/01qdhx	Belmont University
/m/01qx13	Leander Paes
/m/01rgn3	Connecticut College
/m/01rly6	Blackburn Rovers F.C.
/m/01rv7x	Tamil
/m/01rwcgb	Yuvan Shankar Raja
/m/01s0l0	Salman Khan
/m/01s7pm	University of Texas at El Paso
/m/01swxv	University of Delaware
/m/01v3ht	University of Wales
/m/01v3k2	Swansea University
/m/01vg0s	University of the Witwatersrand
/m/01vksx	Pirates of the Caribbean: The Curse of the Black Pearl
/m/01vzz1c	Cliff Richard
/m/01wttr1	Madhuri Dixit
/m/01wv24	Ateneo de Manila University
/m/01x2tm8	Kamal Haasan
/m/01xn6mc	Club de Fútbol Atlante
/m/01xn7x1	Leeds United A.F.C.
/m/01y20v	Wheaton College
/m/01y3c	Carolina Panthers
/m/01yjl	Chicago Cubs
/m/01zhs3	Ipswich Town F.C.
/m/01zt10	Manisha Koirala
/m/01zxx9	Agra
/m/02029f	Wigan Athletic F.C.
/m/0209hj	Gandhi
/m/020ddc	University of Maine
/m/020skc	Allahabad
/m/020wyp	Australia national cricket team
/m/0211jt	Keio University
/m/021996	San José State University
/m/021j72	Raj Kapoor
/m/021pqy	Lagaan: Once Upon a Time in India
/m/022fj_	Florida International University
/m/022tq4	Lucknow
/m/0239zv	Dev Anand
/m/023fxp	Sri Lanka national cricket team
/m/023sng	Dilip Kumar
/m/023zd7	Boca Juniors
/m/024cg8	University of Dundee
/m/024nj1	India national cricket team
/m/025p38	Preity Zinta
/m/025tdwc	T. Rajendar
/m/025txtg	RCD Espanyol
/m/02607j	Hofstra University
/m/0265z9l	Shreeram Lagoo
/m/026l1lq	BYU Cougars football
/m/026m3y	Queen Mary, University of London
/m/026mx4	Manipur
/m/026sv5l	Mukesh Rishi
/m/026vcc	Pepperdine University
/m/02756j	Kareena Kapoor
/m/0276g40	Alok Nath
/m/027pfg	Big Fish
/m/027wvb	Patna
/m/0283sdr	University of Otago
/m/0284h6	Millwall F.C.
/m/0285xqh	Anurag Kashyap
/m/0288crq	Salim Kumar
/m/02896	Dallas Cowboys
/m/0289q	Denver Broncos
/m/028_yv	Once Upon a Time in America
/m/028bs1p	Yunus Parvez
/m/0290rb	Bihar
/m/0292l3	Anupam Kher
/m/029d_	Drexel University
/m/029kpy	Amritsar
/m/02b0_m	Peterborough United F.C.
/m/02b1hb	Dagenham & Redbridge F.C.
/m/02bg55	The Butterfly Effect
/m/02c98m	Nagpur
/m/02c_wc	Shabana Azmi
/m/02cb1j	Jalandhar
/m/02cbvn	Aligarh Muslim University
/m/02cnqk	Indo-Pak War of 1971
/m/02d9nr	Punahou School
/m/02fbb5	New Zealand national cricket team
/m/02fbpz	Mohanlal
/m/02fgdx	Southern Methodist University
/m/02fqrf	Batman Begins
/m/02g5bf	Vijay Anand
/m/02gkxp	Middlebury College
/m/02gys2	Olympique de Marseille
/m/02h40lc	English Language
/m/02h8p8	Chunichi Dragons
/m/02hfgl	Saitama Seibu Lions
/m/02hkv5	Mammootty
/m/02hkw6	Nedumudi Venu
/m/02hmw9	Newnham College, Cambridge
/m/02hwww	University of Mumbai
/m/02hxcvy	Urdu Language
/m/02j04_	Trinity College
/m/02j416	Georgia State University
/m/02j71	Earth
/m/02kbtf	Hamilton College
/m/02kxx1	University of Calcutta
/m/02lpp7	Gold medal
/m/02lq5w	Silver medal
/m/02mplj	Hamburger SV
/m/02n1gr	Dharmendra
/m/02n1p5	Hema Malini
/m/02nt75	C.F. Monterrey
/m/02p3my	Shimla
/m/02pjzvh	Villanova Wildcats men's basketball
/m/02ply6j	Dev Patel
/m/02pptm	California State University, Fresno
/m/02pqcfz	UCLA Bruins men's basketball
/m/02pxmgz	The Happening
/m/02py8_w	Illinois Fighting Illini men's basketball
/m/02pyyld	Pittsburgh Panthers men's basketball
/m/02q4ntp	Syracuse Orange men's basketball
/m/02qfk4j	Anthony Gonsalves
/m/02ql_ms	Srinivasa Rao Kota
/m/02qnhk1	Ranjeet
/m/02qnk5c	Iftekhar
/m/02qnyr7	Venu Madhav
/m/02qvhbb	Tanikella Bharani
/m/02qy3py	Murali
/m/02r8hh_	Persepolis
/m/02rk23	South Carolina State University
/m/02rv1w	California State University, Fullerton
/m/02rzmzk	Ali
/m/02s8qk	Duquesne University
/m/02tcgh	Kal Ho Naa Ho
/m/02tq2r	Akshay Kumar
/m/02txdf	University of Akron
/m/02vk52z	World Bank
/m/02vmzp	Shammi Kapoor
/m/02vr3gz	The Orphanage
/m/02vxq9m	Skyfall
/m/02w86hz	Endhiran
/m/02wmbg	Rajnikanth
/m/02wxvtv	Sharat Saxena
/m/02wyc0	Abhishek Bachchan
/m/02x02kb	Achala Sachdev
/m/02x20c9	Ronnie Screwvala
/m/02x9g_	Montana State University - Bozeman
/m/02xgdv	Sunil Dutt
/m/02xpy5	Northern Arizona University
/m/02xwzh	New Trier High School
/m/02y74	Field hockey
/m/02y9bj	University of Memphis
/m/02yjk8	Maccabi Tel Aviv B.C.
/m/02yr1q	Drake University
/m/02yvct	Inglourious Basterds
/m/02z6fs	University of Madras
/m/02zkdz	Eastern Illinois University
/m/02zkz7	McNeese State University
/m/030z4z	Kuch Kuch Hota Hai
/m/031vy_	Presidency College, Kolkata
/m/032r4n	Columbia College of Columbia University in the City of New York
/m/034q81	Panjab University, Chandigarh
/m/035l_9	India national football team
/m/035wtd	Oklahoma City University
/m/037mjv	Inverness Caledonian Thistle F.C.
/m/037njl	Creighton University
/m/037q2p	University of Detroit Mercy
/m/038_3y	Zimbabwe national cricket team
/m/038b_x	Shatrughan Sinha
/m/038zh6	England cricket team
/m/03_80b	Ismail Merchant
/m/03_8r	Judo
/m/03bnd9	Butler University
/m/03by7wc	Kentucky Wildcats men's basketball
/m/03c_pqj	Lal
/m/03chx58	Sunil
/m/03cprft	Satyendra Kapoor
/m/03czqs	Bhubaneswar
/m/03d555l	Marquette Golden Eagles men's basketball
/m/03d63lb	Raza Murad
/m/03d6wsd	Suresh Oberoi
/m/03dctt	Priyadarshan
/m/03f02ct	Rishi Kapoor
/m/03fmfs	Lincoln University
/m/03fn5s	FC BATE Borisov
/m/03fw4y	Yash Chopra
/m/03fwln	Priyanka Chopra
/m/03gr14	Cruz Azul
/m/03hfxx	Mehmood
/m/03hpkp	University of Richmond
/m/03hzkq	K. Balachander
/m/03j367r	Anil Kapoor
/m/03j6_5	PFC CSKA Moscow
/m/03j6c	Hinduism
/m/03k2hn	Parramatta Eels
/m/03k50	Hindi Language
/m/03l6bs	Beloit College
/m/03l78j	Florida Atlantic University
/m/03m3nzf	Irrfan Khan
/m/03m6zs	FC Zenit Saint Petersburg
/m/03nm_fh	Twilight
/m/03np_7	University of Texas at Arlington
/m/03p7r	Haryana
/m/03p85	Himachal Pradesh
/m/03q0r1	Cars
/m/03q6zc	Banaras Hindu University
/m/03qkgyl	Shobha Kapoor
/m/03qnc6q	The Tree of Life
/m/03qnvdl	The Bourne Legacy
/m/03rbzn	Racewalking
/m/03rk0	India
/m/03rz2b	Monsoon Wedding
/m/03t8v3	Arjun Rampal
/m/03tc5p	CA Osasuna
/m/03tc8d	Getafe CF
/m/03v9yw	FC Dynamo Moscow
/m/03vrnh	Sunny Deol
/m/03w1lf	Film and Television Institute of India
/m/03w7kx	Olympique Lyonnais
/m/03wpmd	Karan Johar
/m/03x31g	Tabu
/m/03x746	Lille OSC
/m/03y82t6	Katy Perry
/m/03y_f8	Serbia national football team
/m/03ys48	Slovenia national football team
/m/03z8bw	Honduras national football team
/m/03z8w6	Indian Rebellion of 1857
/m/03z_g7	Nana Patekar
/m/03zj9	Ithaca College
/m/0407yfx	Brave
/m/040b5k	House of Flying Daggers
/m/040nwr	Shilpa Shetty
/m/040wdl	Bobby Deol
/m/04112r	Chivas USA
/m/042s9	Jainism
/m/04328m	Nirupa Roy
/m/043cl9	Jeetendra
/m/044pqn	Ajay Devgan
/m/044prt	Sunil Shetty
/m/044ptm	Om Puri
/m/045n3p	Amjad Khan
/m/046rfv	Meena
/m/047fjjr	Shanghai
/m/047g98	Cagliari Calcio
/m/047q2k1	3 Idiots
/m/047s_cr	Raghu Babu
/m/047vnkj	2012
/m/0486tv	Freestyle wrestling
/m/049468	Jaya Bhaduri Bachchan
/m/049dzz	Hertha BSC Berlin
/m/049fbh	Empoli F.C.
/m/049lr	Karnataka
/m/049m19	John Abraham
/m/04bz2f	Dehradun
/m/04c636	Mithun Chakraborty
/m/04cbtrw	Salman Rushdie
/m/04cdxc	Prabhu
/m/04ch23	Girish Karnad
/m/04cmrt	Simran
/m/04f52jw	How to Train Your Dragon
/m/04fkg4	Ram Gopal Varma
/m/04gd8j	Santa Monica College
/m/04h54p	Singapore national football team
/m/04hwbq	Toy Story 3
/m/04j0s3	Ekta Kapoor
/m/04jwjq	Veer-Zaara
/m/04k3r_	Philippines national football team
/m/04l5d0	Norfolk Admirals
/m/04mvp8	Malayali
/m/04n52p6	Sherlock Holmes
/m/04n6k	Library of Congress Classification
/m/04q00lw	My Name is Khan
/m/04qp06	Rakesh Roshan
/m/04qr6d	Vishal Bharadwaj
/m/04rs03	Mahesh Bhatt
/m/04v7k2	Vijay
/m/04v9wn	FC Krylia Sovetov Samara
/m/04vmp	Mumbai
/m/04w7rn	The Golden Compass
/m/04wlz2	Hampton University
/m/04xfb	Mahatma Gandhi
/m/04xn_	Myanmar
/m/04y0hj	Bipasha Basu
/m/04y0yc	Urmila Matondkar
/m/04ztj	Marriage
/m/04zw9hs	FC Volga Nizhny Novgorod
/m/050llt	Aishwarya Rai Bachchan
/m/050tt8	Uttarakhand
/m/050xpd	University of Delhi
/m/052_mn	I am Here
/m/053rxgm	The Expendables
/m/055vr	Maharashtra
/m/0561xh	Shankar Jaikishan
/m/056zdj	Tigres UANL
/m/056zf9	Puebla F.C.
/m/057wlm	The Citadel
/m/058z2d	St. Stephen's College, Delhi
/m/05b1062	Asit Sen
/m/05b6rdt	The Cabin in the Woods
/m/05c26ss	Madagascar 3: Europe's Most Wanted
/m/05d7rk	Saeed Jaffrey
/m/05f7s1	Allahabad University
/m/05g3ss	Saif Ali Khan
/m/05g76	New York Mets
/m/05gc0h	Sreenivasan
/m/05gg4	New York Giants
/m/05glrg	FC Rostov
/m/05hywl	G.D. Estoril Praia
/m/05hyzx	Gil Vicente F.C.
/m/05j12n	Suresh Gopi
/m/05jrj4	Deva
/m/05ls3r	1. FC Magdeburg
/m/05nqq3	Vivek
/m/05nw9m	Pran Sikhand
/m/05p1tzf	The Hangover
/m/05pdh86	New Moon
/m/05q9g1	Gulzar
/m/05qbckf	Iron Man 2
/m/05qtcv	Rajpal Yadav
/m/05sb1	Pakistan
/m/05vzql	Trisha Krishnan
/m/05wdgq	Jackie Shroff
/m/05xd8x	Subhash Ghai
/m/05xvj	Philadelphia Phillies
/m/05zdk2	Raakhee
/m/05zlld0	Transformers
/m/060bp	Prime minister-GB
/m/060c4	President
/m/061zc_	Rajesh Khanna
/m/0627zr	Vadivelu
/m/062zm5h	The Avengers
/m/064p92m	Tinnu Anand
/m/0661m4p	Men in Black 3
/m/0661ql3	Inception
/m/0674cw	Hrishikesh Mukherjee
/m/067ghz	Alien
/m/067jsf	Sridevi
/m/0688f	Punjabi language
/m/0690dn	Troyes AC
/m/06b19	Queen's University
/m/06c53w	Ajith Kumar
/m/06crng	Russell Brand
/m/06f41	Rowing
/m/06fq2	Rice University
/m/06k5_	Rajasthan
/m/06kl0k	Vidya Balan
/m/06m_5	Sri Lanka
/m/06pwf6	Nagarjuna
/m/06rkfs	Franklin & Marshall College
/m/06sks6	2012 Summer Olympics
/m/06tw8	Sudan
/m/06w839_	Ice Age
/m/06wbm8q	Rise of the Guardians
/m/06yyp	Sikhism
/m/06z6r	Swimming
/m/06zmg7m	Manobala
/m/06ztvyx	Kung Fu Panda 2
/m/070c93	Helen
/m/071_8	Simon Fraser University
/m/071t0	Shooting sport
/m/071wvh	Brahmanandam
/m/071xj	Satyajit Ray
/m/0738y5	Santosh Sivan
/m/075_t2	Punjab, India
/m/075mb	Sindh
/m/075p0r	Jayaram
/m/07_bv_	Manorama
/m/07bs0	Tennis
/m/07bxhl	Bhutan
/m/07c98	Tamil Nadu
/m/07c9s	Tamil-GB
/m/07dzf	Tanzania
/m/07f0tw	Waheeda Rehman
/m/07jbh	Table tennis
/m/07jmgz	Deven Verma
/m/07jmnh	Kulbhushan Kharbanda
/m/07l4z	Toronto Blue Jays
/m/07l8x	Texas Rangers
/m/07rn0z	Johnny Lever
/m/07s3m4g	Paranormal Activity
/m/07s846j	The Social Network
/m/07s9tsr	Nitin Chandrakant Desai
/m/07ssc	United Kingdom
/m/07szy	University of Michigan
/m/07t65	United Nations
/m/07tds	University of Pennsylvania
/m/07vfj	University of Rochester
/m/07vfy4	Water
/m/07vhb	University of California, Santa Cruz
/m/07vht	University of California, Davis
/m/07vk2	University of Sydney
/m/07wjk	University of Toronto
/m/07yw6t	Paresh Rawal
/m/08052t3	Knight and Day
/m/081hvm	Danny Denzongpa
/m/084z0w	R. Madhavan
/m/085h1	World Trade Organization
/m/086g2	West Bengal
/m/0872p_c	Transformers: Dark of the Moon
/m/0879bpq	Arthur Christmas
/m/087_wh	Dina Pathak
/m/087wc7n	The Lorax
/m/087z12	Naseeruddin Shah
/m/0894_x	Kader Khan
/m/08bqy9	Feroz Khan
/m/08d6bd	Vinod Khanna
/m/08g_jw	The Namesake
/m/08hmch	X-Men Origins: Wolverine
/m/08kp57	Mohnish Behl
/m/08l_c1	Royal College
/m/08vpjv	Bindu
/m/08vxk5	Jyothika
/m/08y7b9	Satish Shah
/m/090gk3	Aruna Irani
/m/090gpr	Asha Parekh
/m/091tgz	Kansas Jayhawks Men's Basketball
/m/092bf5	Buddhism
/m/0969vz	Asrani
/m/098knd	West Indies cricket team
/m/0999q	Malayalam Language
/m/09_2gj	Raghuvaran
/m/09bnf	Kannada Language
/m/09c17	Bangalore
/m/09c6w	Hyderabad
/m/09dv49	Innocent
/m/09f07	Delhi
/m/09f6b	Luge
/m/09fn1w	Jodhaa Akbar
/m/09g7vfw	Dark Shadows
/m/09gdm7q	The Whistleblower
/m/09k23	Manchester Metropolitan University
/m/09k56b7	Black Swan
/m/09n48	2002 Winter Olympics
/m/09nqf	United States Dollar
/m/09r_wb	Shriya Saran
/m/09s02	Telugu language
/m/09tqx3	Prakash Raj
/m/09v9mks	Bel Ami
/m/09x3r	1936 Summer Olympics
/m/09xp_	Cricket
/m/09yxcz	Rang De Basanti
